dt,AAPL,MSFT,TSLA,MCD,BK
2017-10-02 17:48:00+00:00,15772.0,6306.0,2070.0,400.0,200.0
2017-10-02 17:49:00+00:00,14935.0,7715.0,1898.0,1950.0,1600.0
2017-10-02 17:50:00+00:00,12778.0,17967.0,5458.0,2900.0,200.0
2017-10-02 17:51:00+00:00,22868.0,23221.0,1225.0,3233.0,8244.0
2017-10-02 17:52:00+00:00,11799.0,5423.0,500.0,1964.0,5505.0
2017-10-02 17:53:00+00:00,59358.0,25451.0,2688.0,2227.0,872.0
2017-10-02 17:54:00+00:00,20079.0,11145.0,6102.0,3468.0,1518.0
2017-10-02 17:55:00+00:00,8528.0,4795.0,1743.0,2144.0,0.0
2017-10-02 17:56:00+00:00,33894.0,25264.0,1948.0,953.0,12140.0
2017-10-02 17:57:00+00:00,30999.0,9826.0,5613.0,5156.0,2982.0
2017-10-02 17:58:00+00:00,23820.0,24312.0,1200.0,3497.0,11147.0
2017-10-02 17:59:00+00:00,32341.0,16251.0,1857.0,500.0,10221.0
2017-10-02 18:00:00+00:00,20934.0,11495.0,750.0,2657.0,2220.0
2017-10-02 18:01:00+00:00,16840.0,11898.0,200.0,1344.0,2000.0
2017-10-02 18:02:00+00:00,64971.0,8937.0,4152.0,2305.0,1100.0
2017-10-02 18:03:00+00:00,25716.0,11585.0,1910.0,2400.0,0.0
2017-10-02 18:04:00+00:00,18696.0,5699.0,1889.0,5252.0,4302.0
2017-10-02 18:05:00+00:00,48413.0,30131.0,5338.0,5153.0,2836.0
2017-10-02 18:06:00+00:00,72230.0,7526.0,1425.0,2477.0,1180.0
2017-10-02 18:07:00+00:00,17495.0,8690.0,3088.0,3233.0,2322.0
2017-10-02 18:08:00+00:00,11701.0,4158.0,2681.0,2406.0,900.0
2017-10-02 18:09:00+00:00,12555.0,27337.0,12072.0,5082.0,3210.0
2017-10-02 18:10:00+00:00,10806.0,10859.0,700.0,5360.0,4073.0
2017-10-02 18:11:00+00:00,24751.0,9723.0,400.0,1900.0,1716.0
2017-10-02 18:12:00+00:00,39391.0,13662.0,839.0,1575.0,1527.0
2017-10-02 18:13:00+00:00,14893.0,34252.0,5134.0,6186.0,1899.0
2017-10-02 18:14:00+00:00,55536.0,5578.0,625.0,2257.0,600.0
2017-10-02 18:15:00+00:00,17285.0,33090.0,5350.0,2195.0,4400.0
2017-10-02 18:16:00+00:00,48105.0,31930.0,2159.0,2093.0,1200.0
2017-10-02 18:17:00+00:00,59217.0,9411.0,4150.0,6350.0,1337.0
2017-10-02 18:18:00+00:00,60786.0,37787.0,8511.0,2757.0,1900.0
2017-10-02 18:19:00+00:00,9041.0,13823.0,3100.0,2579.0,800.0
2017-10-02 18:20:00+00:00,14037.0,22541.0,1105.0,875.0,2257.0
2017-10-02 18:21:00+00:00,63761.0,13205.0,300.0,2947.0,1300.0
2017-10-02 18:22:00+00:00,10096.0,24660.0,2611.0,3100.0,4438.0
2017-10-02 18:23:00+00:00,7376.0,5968.0,2600.0,2003.0,1400.0
2017-10-02 18:24:00+00:00,16448.0,6518.0,1010.0,5095.0,808.0
2017-10-02 18:25:00+00:00,21095.0,27729.0,2551.0,1700.0,7799.0
2017-10-02 18:26:00+00:00,14441.0,43141.0,3117.0,2000.0,4003.0
2017-10-02 18:27:00+00:00,21049.0,20370.0,5318.0,1887.0,2643.0
2017-10-02 18:28:00+00:00,20069.0,81294.0,21256.0,2605.0,3700.0
2017-10-02 18:29:00+00:00,48920.0,20003.0,11428.0,2585.0,1000.0
2017-10-02 18:30:00+00:00,25334.0,19039.0,21254.0,2100.0,8958.0
2017-10-02 18:31:00+00:00,187520.0,53123.0,31009.0,5900.0,5761.0
2017-10-02 18:32:00+00:00,55169.0,9610.0,21749.0,1173.0,3000.0
2017-10-02 18:33:00+00:00,20715.0,14658.0,11269.0,2081.0,6963.0
2017-10-02 18:34:00+00:00,24843.0,26965.0,12593.0,1600.0,5373.0
2017-10-02 18:35:00+00:00,12669.0,25255.0,12249.0,1551.0,8743.0
2017-10-02 18:36:00+00:00,31801.0,11896.0,5151.0,12977.0,3687.0
2017-10-02 18:37:00+00:00,14198.0,26454.0,8361.0,710.0,1600.0
2017-10-02 18:38:00+00:00,21708.0,32338.0,9895.0,1645.0,20960.0
2017-10-02 18:39:00+00:00,27733.0,13322.0,10383.0,934.0,5640.0
2017-10-02 18:40:00+00:00,10539.0,9364.0,12528.0,4418.0,2827.0
2017-10-02 18:41:00+00:00,12770.0,3622.0,13294.0,2067.0,3165.0
2017-10-02 18:42:00+00:00,17332.0,14593.0,12599.0,2185.0,5900.0
2017-10-02 18:43:00+00:00,26200.0,4130.0,16775.0,3058.0,760.0
2017-10-02 18:44:00+00:00,14258.0,29323.0,6085.0,1500.0,1400.0
2017-10-02 18:45:00+00:00,38672.0,42098.0,2729.0,1800.0,700.0
2017-10-02 18:46:00+00:00,33225.0,45599.0,2450.0,1000.0,1835.0
2017-10-02 18:47:00+00:00,43871.0,24932.0,10648.0,2300.0,7964.0
2017-10-02 18:48:00+00:00,55559.0,23660.0,16796.0,2500.0,5620.0
2017-10-02 18:49:00+00:00,44749.0,23482.0,8800.0,2909.0,3965.0
2017-10-02 18:50:00+00:00,21719.0,11739.0,3450.0,408.0,700.0
2017-10-02 18:51:00+00:00,18200.0,7951.0,11868.0,2316.0,1900.0
2017-10-02 18:52:00+00:00,42083.0,24800.0,23701.0,2308.0,6130.0
2017-10-02 18:53:00+00:00,16064.0,15449.0,5263.0,1257.0,2500.0
2017-10-02 18:54:00+00:00,19487.0,13814.0,23783.0,2504.0,2323.0
2017-10-02 18:55:00+00:00,18555.0,5375.0,13604.0,750.0,3822.0
2017-10-02 18:56:00+00:00,29372.0,7346.0,8750.0,3686.0,1400.0
2017-10-02 18:57:00+00:00,15242.0,17535.0,17650.0,858.0,4899.0
2017-10-02 18:58:00+00:00,13473.0,4619.0,17510.0,2514.0,5739.0
2017-10-02 18:59:00+00:00,23364.0,13503.0,26335.0,3400.0,4700.0
2017-10-02 19:00:00+00:00,24877.0,15038.0,11472.0,1015.0,1000.0
2017-10-02 19:01:00+00:00,44047.0,36882.0,44318.0,4236.0,3485.0
2017-10-02 19:02:00+00:00,24399.0,22005.0,26155.0,2400.0,4200.0
